A2I36A5QZQHHIN,B005HTQAK8,5.0,1403481600
A3R1WFO4KIUQXZ,B00IVPU6AA,5.0,1403481600
A51OFQVC6O5YL,B0099SMFVQ,5.0,1403481600
A20Y433PDWVNRZ,B0015DYMVO,5.0,1403481600
AVWH3XTOQ2BSC,B00D83V9PQ,5.0,1403481600
A3H2KJUTKEDL84,B00B7E1D7W,5.0,1403481600
A3P2PT4WTWMR40,B00AM4VF9O,3.0,1403481600
A3QM9QX27HZ3SI,B002ROCQ6I,5.0,1403481600
A2MQYBL04OEG6B,B00HWHQKFI,3.0,1403481600
ATLZWBP8PSTPC,B006JH8T3S,2.0,1403481600
A3OC93X866Z8TB,B0081H8TRA,5.0,1403481600
A198OBG86WMCH,B002HWRJBM,5.0,1403481600
A23N28VWUZK9CA,B00E3W15P0,5.0,1403481600
A1WTI1H1W1IX34,B000UH8I66,5.0,1403481600
AD3L2C20LB7EP,B00GA7TX4Q,4.0,1403481600
A2LIHZHGKUH2B5,B007ABANFY,3.0,1403481600
ALH59JUKWRYDN,B00ANF6XVC,5.0,1403481600
AGARMY0GSHBVJ,B004R7P28W,5.0,1403481600
A1LG1DKUZXGJ6J,B00JXUUVWU,5.0,1403481600
A1EH2S92FHWZRP,B0012X43P2,5.0,1403481600
A2VFJG4Z1ZCPS4,B00BSZU8H6,5.0,1403481600
ATS2855497V0I,B00GD962OA,4.0,1403481600
A3VV1X51F143DP,B00IYUCXZS,5.0,1403481600
A3E3EQ39FZTZEK,B00IAKLM54,3.0,1403481600
AXZN0XX067TQ0,B0047E8DN6,3.0,1403481600
AFQFVCKF7RCK3,B004I5BUSO,3.0,1403481600
A2R95Z7PTF5ZRO,B00ISRUFSY,4.0,1403481600
A3D822N1K2IAQD,B003G2Z1M6,4.0,1403481600
A2AD4DPZHI4Q46,B00FSB79KU,5.0,1403481600
A1CEFY6QRY6ROM,B00DN27H58,3.0,1403481600
A2KJ7WR3TXYXUP,B009EMP9MY,5.0,1403481600
A3EQJ9J3UYV6LJ,B00ELQHVU6,5.0,1403481600
A4OSEUA98PPAA,B005552QD4,5.0,1403481600
A3TP31S61PPE3G,B00JEOC1LO,3.0,1403481600
A2S3WWEEKW4V2X,B003V77GAQ,4.0,1403481600
A2X9RJOSIBVHKS,B002QDCP3Y,5.0,1403481600
A2VVFWWJ0JN1ED,B00D5T3QK4,5.0,1403481600
A9M8JTTDPWC8O,B002ISZEV2,5.0,1403481600
A17X91STB6652Z,B0068MSGZA,5.0,1403481600
A316XO4RWX21YN,B00GRNUO2I,4.0,1403481600
A1GSQE6KNR4YOD,B00E055H5O,5.0,1403481600
A1PWWI1Z2JTN5U,B0000AI0N1,5.0,1403481600
AB9I2M7OEISDX,B003XJ0FK0,5.0,1403481600
A20Y433PDWVNRZ,B0089ZV1WY,4.0,1403481600
AQYPOQSJQP6WP,B0034CL2ZI,5.0,1403481600
A2KJ7WR3TXYXUP,B00H09BB16,5.0,1403481600
A2HL35J93PQOFW,B002P5W4RU,5.0,1403481600
A124FH1BRRM3FQ,B0093HCIQ0,5.0,1403481600
AQ1XKFNYKKHID,B00BGGDVOO,1.0,1403481600
A1PSBR3JRZ9VO0,B00840353W,5.0,1403481600
A1H0EGH4MK83MK,B00ICSKA3O,4.0,1403481600
A2VFJG4Z1ZCPS4,B004YM6FFY,4.0,1403481600
A1HDXZ7HGOJTHL,B0002GWXNE,5.0,1403481600
A213J54E63SYOP,B000I97N4O,4.0,1403481600
A37MT7AGRZRLH9,B00GW5H73U,2.0,1403481600
A394KTQFK85XPW,B00D13065M,5.0,1403481600
